resource;service;sku;usage_start_time;usage_end_time;project;labels;system_labels;export_time;cost;currency;currency_conversion_rate;usage;credits;cost_type;date
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""D72A-E5E4-973E"",""description"":""Network Inter Region Ingress from Finland to Americas""}";2022-09-09 22:00:00;2022-09-09 23:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-11 02:09:05;0.0;ILS;3.318700000002986;{'amount': 40.0, 'unit': 'bytes', 'amount_in_pricing_units': 3.7e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-09
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""C2F8-6C2C-1847"",""description"":""Network Inter Region Egress from Americas to Netherlands""}";2022-09-04 12:00:00;2022-09-04 13:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-06 03:09:15;0.0;ILS;3.318700000002986;{'amount': 40.0, 'unit': 'bytes', 'amount_in_pricing_units': 3.7e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-04
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""D72A-E5E4-973E"",""description"":""Network Inter Region Ingress from Finland to Americas""}";2022-09-12 20:00:00;2022-09-12 21:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-13 14:13:04;0.0;ILS;3.318700000002986;{'amount': 40.0, 'unit': 'bytes', 'amount_in_pricing_units': 3.7e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-12
"{""name"":""instance-1"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-a/instances/5729041948985171494""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""D72A-E5E4-973E"",""description"":""Network Inter Region Ingress from Finland to Americas""}";2022-09-04 03:00:00;2022-09-04 04:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";[];[];2022-09-05 01:39:07;0.0;ILS;3.318700000002986;{'amount': 40.0, 'unit': 'bytes', 'amount_in_pricing_units': 3.7e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-04
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""B62C-9514-EC43"",""description"":""Network Inter Region Egress from Americas to Sao Paulo""}";2022-09-04 06:00:00;2022-09-04 07:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-05 01:39:07;0.0;ILS;3.318700000002986;{'amount': 2669.0, 'unit': 'bytes', 'amount_in_pricing_units': 2.486e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-04
"{""name"":""instance-1"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-a/instances/5729041948985171494""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""B62C-9514-EC43"",""description"":""Network Inter Region Egress from Americas to Sao Paulo""}";2022-09-02 22:00:00;2022-09-02 23:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";[];[];2022-09-04 02:09:30;0.0;ILS;3.318700000002986;{'amount': 2135.0, 'unit': 'bytes', 'amount_in_pricing_units': 1.988e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-02
"{""name"":""instance-1"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-a/instances/5729041948985171494""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""4120-E8FB-841B"",""description"":""Network Inter Region Egress from Americas to Mumbai""}";2022-09-05 01:00:00;2022-09-05 02:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";[];[];2022-09-06 03:09:15;0.0;ILS;3.318700000002986;{'amount': 2135.0, 'unit': 'bytes', 'amount_in_pricing_units': 1.988e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-05
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""7618-3912-3F75"",""description"":""Network Inter Region Egress from Americas to London""}";2022-09-04 05:00:00;2022-09-04 06:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-05 01:39:07;0.0;ILS;3.318700000002986;{'amount': 40.0, 'unit': 'bytes', 'amount_in_pricing_units': 3.7e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-04
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""D72A-E5E4-973E"",""description"":""Network Inter Region Ingress from Finland to Americas""}";2022-09-03 15:00:00;2022-09-03 21:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-05 01:39:07;0.0;ILS;3.318700000002986;{'amount': 80.0, 'unit': 'bytes', 'amount_in_pricing_units': 7.4e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-03
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""4120-E8FB-841B"",""description"":""Network Inter Region Egress from Americas to Mumbai""}";2022-09-06 03:00:00;2022-09-06 04:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-08 03:09:10;0.0;ILS;3.318700000002986;{'amount': 2669.0, 'unit': 'bytes', 'amount_in_pricing_units': 2.486e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-06
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""DE89-F11A-D163"",""description"":""Network Inter Region Egress from Americas to Japan""}";2022-09-08 10:00:00;2022-09-08 11:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-10 03:09:10;0.0;ILS;3.318700000002986;{'amount': 2669.0, 'unit': 'bytes', 'amount_in_pricing_units': 2.486e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-08
"{""name"":""instance-1"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-a/instances/5729041948985171494""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""3606-CAF7-7ACF"",""description"":""Network Inter Region Ingress from Las Vegas to Americas""}";2022-09-12 06:00:00;2022-09-12 21:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";[];[];2022-09-13 14:13:04;0.0;ILS;3.318700000002986;{'amount': 240.0, 'unit': 'bytes', 'amount_in_pricing_units': 2.24e-07, 'pricing_unit': 'gibibyte'};[];regular;2022-09-12
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""B62C-9514-EC43"",""description"":""Network Inter Region Egress from Americas to Sao Paulo""}";2022-09-10 02:00:00;2022-09-10 03:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-11 02:09:05;0.0;ILS;3.318700000002986;{'amount': 40.0, 'unit': 'bytes', 'amount_in_pricing_units': 3.7e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-10
"{""name"":""instance-1"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-a/instances/5729041948985171494""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""7708-0869-D509"",""description"":""Network Inter Region Ingress from Seoul to Americas""}";2022-09-08 22:00:00;2022-09-08 23:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";[];[];2022-09-10 03:09:10;0.0;ILS;3.318700000002986;{'amount': 1449.0, 'unit': 'bytes', 'amount_in_pricing_units': 1.349e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-08
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""D011-1819-740D"",""description"":""Network Inter Region Egress from Americas to EMEA""}";2022-09-02 06:00:00;2022-09-02 15:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-04 02:09:30;0.0;ILS;3.318700000002986;{'amount': 108.0, 'unit': 'bytes', 'amount_in_pricing_units': 1e-07, 'pricing_unit': 'gibibyte'};[];regular;2022-09-02
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""7EDC-324D-8320"",""description"":""Network Inter Region Egress from Americas to Hong Kong""}";2022-09-09 03:00:00;2022-09-09 04:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-11 02:09:05;0.0;ILS;3.318700000002986;{'amount': 2669.0, 'unit': 'bytes', 'amount_in_pricing_units': 2.486e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-09
"{""name"":null,""global_name"":null}";"{""id"":""24E6-581D-38E5"",""description"":""BigQuery""}";"{""id"":""5094-D030-92B2"",""description"":""Analysis (us-east4)""}";2022-09-06 05:00:00;2022-09-06 06:00:00;"{""id"":""bigquery-poc-357317"",""number"":""105118051591"",""name"":""BigQuery POC"",""labels"":[],""ancestry_numbers"":null,""ancestors"":[{""resource_name"":""projects/105118051591"",""display_name"":""BigQuery POC""}]}";[];[];2022-09-07 01:39:29;0.0;ILS;3.318700000002986;{'amount': 5073010688.0, 'unit': 'bytes', 'amount_in_pricing_units': 0.004613876, 'pricing_unit': 'tebibyte'};[];regular;2022-09-06
"{""name"":""instance-1"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-a/instances/5729041948985171494""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""0D56-2F80-52A5"",""description"":""Network Inter Region Ingress from Jakarta to Americas""}";2022-09-07 17:00:00;2022-09-07 18:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";[];[];2022-09-09 02:09:29;0.0;ILS;3.318700000002986;{'amount': 60.0, 'unit': 'bytes', 'amount_in_pricing_units': 5.6e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-07
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""3606-CAF7-7ACF"",""description"":""Network Inter Region Ingress from Las Vegas to Americas""}";2022-09-12 02:00:00;2022-09-12 20:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-13 14:13:04;0.0;ILS;3.318700000002986;{'amount': 160.0, 'unit': 'bytes', 'amount_in_pricing_units': 1.49e-07, 'pricing_unit': 'gibibyte'};[];regular;2022-09-12
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""4120-E8FB-841B"",""description"":""Network Inter Region Egress from Americas to Mumbai""}";2022-09-04 14:00:00;2022-09-04 15:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-06 03:09:15;0.0;ILS;3.318700000002986;{'amount': 2669.0, 'unit': 'bytes', 'amount_in_pricing_units': 2.486e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-04
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""1053-AC83-A223"",""description"":""Network Inter Region Ingress from Warsaw to Americas""}";2022-09-08 07:00:00;2022-09-08 08:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-10 03:09:10;0.0;ILS;3.318700000002986;{'amount': 1345.0, 'unit': 'bytes', 'amount_in_pricing_units': 1.253e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-08
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""C863-37DA-506E"",""description"":""Network Inter Region Egress from Americas to Virginia""}";2022-09-09 21:00:00;2022-09-09 22:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-11 02:09:05;0.0;ILS;3.318700000002986;{'amount': 336.0, 'unit': 'bytes', 'amount_in_pricing_units': 3.13e-07, 'pricing_unit': 'gibibyte'};[];regular;2022-09-09
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""4120-E8FB-841B"",""description"":""Network Inter Region Egress from Americas to Mumbai""}";2022-09-01 09:00:00;2022-09-01 21:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-03 02:09:04;0.0;ILS;3.318700000002986;{'amount': 5338.0, 'unit': 'bytes', 'amount_in_pricing_units': 4.972e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-01
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""2583-7659-D94A"",""description"":""Network Inter Region Egress from Americas to APAC""}";2022-09-08 05:00:00;2022-09-08 06:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-09 02:09:29;0.0;ILS;3.318700000002986;{'amount': 2669.0, 'unit': 'bytes', 'amount_in_pricing_units': 2.486e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-08
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""D72A-E5E4-973E"",""description"":""Network Inter Region Ingress from Finland to Americas""}";2022-09-10 09:00:00;2022-09-10 10:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-12 02:40:24;0.0;ILS;3.318700000002986;{'amount': 40.0, 'unit': 'bytes', 'amount_in_pricing_units': 3.7e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-10
"{""name"":""instance-1"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-a/instances/5729041948985171494""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""427E-B4F2-B5CF"",""description"":""Network Ingress via Carrier Peering Network - Americas Based""}";2022-09-12 13:00:00;2022-09-12 14:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";[];[];2022-09-13 14:13:04;0.0;ILS;3.318700000002986;{'amount': 1405.0, 'unit': 'bytes', 'amount_in_pricing_units': 1.309e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-12
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-t526"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5740668641205949179""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""B62C-9514-EC43"",""description"":""Network Inter Region Egress from Americas to Sao Paulo""}";2022-09-04 06:00:00;2022-09-04 07:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-05 01:39:07;0.0;ILS;3.318700000002986;{'amount': 2669.0, 'unit': 'bytes', 'amount_in_pricing_units': 2.486e-06, 'pricing_unit': 'gibibyte'};[];regular;2022-09-04
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""D011-1819-740D"",""description"":""Network Inter Region Egress from Americas to EMEA""}";2022-09-11 09:00:00;2022-09-11 10:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-13 03:09:22;0.0;ILS;3.318700000002986;{'amount': 68.0, 'unit': 'bytes', 'amount_in_pricing_units': 6.3e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-11
"{""name"":""gke-test-cluster-1-default-pool-fc58728f-uxdk"",""global_name"":""//compute.googleapis.com/projects/112567877568/zones/us-central1-c/instances/5783682476682384348""}";"{""id"":""6F81-5844-456A"",""description"":""Compute Engine""}";"{""id"":""DE89-F11A-D163"",""description"":""Network Inter Region Egress from Americas to Japan""}";2022-09-12 09:00:00;2022-09-12 10:00:00;"{""id"":""astute-atlas-257820"",""number"":""112567877568"",""name"":""My First Project"",""labels"":[],""ancestry_numbers"":""/343005600971/"",""ancestors"":[{""resource_name"":""projects/112567877568"",""display_name"":""My First Project""},{""resource_name"":""organizations/343005600971"",""display_name"":""pileuscloud.com.appstempdomain.goog""}]}";"[{""key"":""goog-gke-node"",""value"":null},{""key"":""test_label"",""value"":""test_label_value""}]";[];2022-09-13 03:09:22;0.0;ILS;3.318700000002986;{'amount': 68.0, 'unit': 'bytes', 'amount_in_pricing_units': 6.3e-08, 'pricing_unit': 'gibibyte'};[];regular;2022-09-12
